# s W_0 W_1 W_2 W_3 W_4
0.100000 1.000000 0.000067 -0.000000 -0.000000 0.000000
0.101158 1.000000 0.000067 -0.000000 -0.000000 0.000000
0.102329 1.000000 0.000068 -0.000000 -0.000000 0.000000
0.103514 1.000000 0.000069 -0.000000 -0.000000 0.000000
0.104713 1.000000 0.000070 -0.000000 -0.000000 0.000000
0.105925 1.000000 0.000070 -0.000000 -0.000000 0.000000
0.107152 1.000000 0.000071 -0.000000 -0.000000 0.000000
0.108393 1.000000 0.000072 -0.000000 -0.000000 0.000000
0.109648 1.000000 0.000073 -0.000000 -0.000000 0.000000
0.110917 1.000000 0.000074 -0.000000 -0.000000 0.000000
0.112202 1.000000 0.000075 -0.000000 -0.000000 0.000000
0.113501 1.000000 0.000075 -0.000000 -0.000000 0.000000
0.114815 1.000000 0.000076 -0.000000 -0.000000 0.000000
0.116145 1.000000 0.000077 -0.000000 -0.000000 0.000000
0.117490 1.000000 0.000078 -0.000000 -0.000000 0.000000
0.118850 1.000000 0.000079 -0.000000 -0.000000 0.000000
0.120226 1.000000 0.000080 -0.000000 -0.000000 0.000000
0.121619 1.000000 0.000081 -0.000000 -0.000000 0.000000
0.123027 1.000000 0.000082 -0.000000 -0.000000 0.000000
0.124451 1.000000 0.000083 -0.000000 -0.000000 0.000000
0.125893 1.000000 0.000084 -0.000000 -0.000000 0.000000
0.127350 1.000000 0.000085 -0.000000 -0.000000 0.000000
0.128825 1.000000 0.000086 -0.000000 -0.000000 0.000000
0.130317 1.000000 0.000087 -0.000000 -0.000000 0.000000
0.131826 1.000000 0.000088 -0.000000 -0.000000 0.000000
0.133352 1.000000 0.000089 -0.000000 -0.000000 0.000000
0.134896 1.000000 0.000090 -0.000000 -0.000000 0.000000
0.136458 1.000000 0.000091 -0.000000 -0.000000 0.000000
0.138038 1.000000 0.000092 -0.000000 -0.000000 0.000000
0.139637 1.000000 0.000093 -0.000000 -0.000000 0.000000
0.141254 1.000000 0.000094 -0.000000 -0.000000 0.000000
0.142889 1.000000 0.000095 -0.000000 -0.000000 0.000000
0.144544 1.000000 0.000096 -0.000000 -0.000000 0.000000
0.146218 1.000000 0.000097 -0.000000 -0.000000 0.000000
0.147911 1.000000 0.000098 -0.000000 -0.000000 0.000000
