# s W00 W10 W20 W30 W40 W01 W11 W21 W31 W41 W02 W12 W22 W32 W42
0.1000000000000000 1.0000000000000000 0.0001021314044331 0.0000001603393555 0.0000000000340809 0.0000000000056124 0.0009663715464060 0.0000000517981820 0.0000000002520252 0.0000000000000334 0.0000000000000052 0.0000009338739657 -0.0000000000007481 0.0000000000003079 0.0000000000000000 0.0000000000000000 
0.1011580000000000 1.0000000000000000 0.0001033139250999 0.0000001640738554 0.0000000000352786 0.0000000000058769 0.0009663715464060 0.0000000523979218 0.0000000002578949 0.0000000000000346 0.0000000000000055 0.0000009338739657 -0.0000000000007568 0.0000000000003150 0.0000000000000000 0.0000000000000000 
0.1023290000000000 1.0000000000000000 0.0001045103561047 0.0000001678949400 0.0000000000365183 0.0000000000061538 0.0009663715464060 0.0000000530047238 0.0000000002639018 0.0000000000000358 0.0000000000000057 0.0000009338739657 -0.0000000000007655 0.0000000000003224 0.0000000000000000 0.0000000000000000 
0.1035140000000000 1.0000000000000000 0.0001057204135629 0.0000001718054483 0.0000000000378016 0.0000000000064439 0.0009663715464060 0.0000000536184521 0.0000000002700486 0.0000000000000371 0.0000000000000060 0.0000009338739657 -0.0000000000007744 0.0000000000003299 0.0000000000000000 0.0000000000000000 
0.1047130000000000 1.0000000000000000 0.0001069446652435 0.0000001758082190 0.0000000000391301 0.0000000000067476 0.0009663715464060 0.0000000542393784 0.0000000002763394 0.0000000000000384 0.0000000000000063 0.0000009338739657 -0.0000000000007834 0.0000000000003376 0.0000000000000000 0.0000000000000000 
0.1059250000000000 1.0000000000000000 0.0001081829692042 0.0000001799032522 0.0000000000405052 0.0000000000070655 0.0009663715464060 0.0000000548673669 0.0000000002827754 0.0000000000000397 0.0000000000000066 0.0000009338739657 -0.0000000000007924 0.0000000000003454 0.0000000000000000 0.0000000000000000 
0.1071520000000000 1.0000000000000000 0.0001094357512718 0.0000001840933866 0.0000000000419286 0.0000000000073985 0.0009663715464060 0.0000000555026891 0.0000000002893622 0.0000000000000411 0.0000000000000069 0.0000009338726449 -0.0000000000008016 0.0000000000003535 0.0000000000000000 0.0000000000000000 
0.1083930000000000 1.0000000000000000 0.0001107028695040 0.0000001883814612 0.0000000000434020 0.0000000000077472 0.0009663715464060 0.0000000561453451 0.0000000002961025 0.0000000000000426 0.0000000000000072 0.0000009338726449 -0.0000000000008109 0.0000000000003617 0.0000000000000000 0.0000000000000000 
0.1096480000000000 1.0000000000000000 0.0001119847497275 0.0000001927688953 0.0000000000449273 0.0000000000081123 0.0009663715464060 0.0000000567954707 0.0000000003029990 0.0000000000000441 0.0000000000000076 0.0000009338726449 -0.0000000000008203 0.0000000000003701 0.0000000000000000 0.0000000000000000 
0.1109170000000000 1.0000000000000000 0.0001132815338844 0.0000001972585279 0.0000000000465061 0.0000000000084946 0.0009663715464060 0.0000000574532017 0.0000000003100571 0.0000000000000456 0.0000000000000079 0.0000009338726449 -0.0000000000008298 0.0000000000003788 0.0000000000000000 0.0000000000000000 
