0.1 7055.57 0.733164 0.00115914 4.03835e-07 3.93001e-08 7.12609 0.000390561 1.89696e-06 4.50484e-10 3.83781e-11 0.00710287 -2.45974e-09 2.3878e-09 4.71749e-13 4.11134e-14
0.101158 7055.57 0.741654 0.00118614 4.18027e-07 4.11523e-08 7.12609 0.000395084 1.94115e-06 4.66314e-10 4.01868e-11 0.00710287 -2.48823e-09 2.44342e-09 4.88327e-13 4.3051e-14
0.102329 7055.57 0.750242 0.00121377 4.32717e-07 4.30917e-08 7.12609 0.000399658 1.98636e-06 4.82701e-10 4.20807e-11 0.00710287 -2.51704e-09 2.50033e-09 5.05488e-13 4.508e-14
0.103514 7055.57 0.758929 0.00124204 4.47923e-07 4.51226e-08 7.12609 0.000404286 2.03263e-06 4.99664e-10 4.40639e-11 0.00710287 -2.54619e-09 2.55857e-09 5.23251e-13 4.72045e-14
0.104713 7055.57 0.767717 0.00127097 4.63664e-07 4.72491e-08 7.12609 0.000408968 2.07998e-06 5.17224e-10 4.61405e-11 0.00710287 -2.57568e-09 2.61816e-09 5.41639e-13 4.94292e-14
0.105925 7055.57 0.776607 0.00130058 4.79958e-07 4.94759e-08 7.12609 0.000413703 2.12842e-06 5.354e-10 4.83151e-11 0.00710287 -2.60551e-09 2.67915e-09 5.60673e-13 5.17587e-14
0.107152 7055.57 0.785599 0.00133087 4.96825e-07 5.18076e-08 7.12609 0.000418494 2.178e-06 5.54215e-10 5.05921e-11 0.00710287 -2.63568e-09 2.74155e-09 5.80376e-13 5.4198e-14
0.108393 7055.57 0.794696 0.00136187 5.14284e-07 5.42492e-08 7.12609 0.000423339 2.22873e-06 5.73691e-10 5.29764e-11 0.00710287 -2.66621e-09 2.80541e-09 6.00772e-13 5.67522e-14
0.109648 7055.57 0.803898 0.00139359 5.32357e-07 5.68059e-08 7.12609 0.000428242 2.28065e-06 5.93851e-10 5.54731e-11 0.00710287 -2.69708e-09 2.87076e-09 6.21884e-13 5.94268e-14
0.110917 7055.57 0.813207 0.00142605 5.51065e-07 5.9483e-08 7.12609 0.0004332 2.33377e-06 6.1472e-10 5.80874e-11 0.00710287 -2.72832e-09 2.93762e-09 6.43738e-13 6.22275e-14
0.112202 7055.57 0.822623 0.00145927 5.7043e-07 6.22864e-08 7.12609 0.000438216 2.38813e-06 6.36322e-10 6.0825e-11 0.00710287 -2.75991e-09 3.00605e-09 6.6636e-13 6.51602e-14
