0.1 21317.8 1.44433 -0.00483745 -2.2064e-07 8.23043e-08 14.1648 0.000476615 -4.13959e-06 -1.32192e-10 5.78659e-11 0.0066408 -1.02897e-08 -3.4503e-09 -4.36627e-14 4.11081e-14
0.101158 21317.8 1.46106 -0.00495013 -2.28394e-07 8.61831e-08 14.1648 0.000482134 -4.23601e-06 -1.36838e-10 6.0593e-11 0.0066408 -1.04088e-08 -3.53067e-09 -4.51972e-14 4.30455e-14
0.102329 21317.8 1.47797 -0.00506543 -2.3642e-07 9.02448e-08 14.1648 0.000487716 -4.33468e-06 -1.41647e-10 6.34487e-11 0.0066408 -1.05294e-08 -3.61291e-09 -4.67855e-14 4.50741e-14
0.103514 21317.8 1.49509 -0.00518342 -2.44728e-07 9.44979e-08 14.1648 0.000493364 -4.43565e-06 -1.46625e-10 6.64389e-11 0.0066408 -1.06513e-08 -3.69706e-09 -4.84297e-14 4.71984e-14
0.104713 21317.8 1.5124 -0.00530416 -2.53329e-07 9.89514e-08 14.1648 0.000499077 -4.53897e-06 -1.51777e-10 6.95701e-11 0.0066408 -1.07746e-08 -3.78318e-09 -5.01317e-14 4.94227e-14
0.105925 21317.8 1.52991 -0.0054277 -2.62231e-07 1.03615e-07 14.1648 0.000504856 -4.64469e-06 -1.57111e-10 7.28488e-11 0.0066408 -1.08994e-08 -3.8713e-09 -5.18935e-14 5.1752e-14
0.107152 21317.8 1.54763 -0.00555413 -2.71447e-07 1.08498e-07 14.1648 0.000510702 -4.75288e-06 -1.62632e-10 7.6282e-11 0.0066408 -1.10256e-08 -3.96147e-09 -5.37172e-14 5.41909e-14
0.108393 21317.8 1.56555 -0.0056835 -2.80986e-07 1.13611e-07 14.1648 0.000516615 -4.86359e-06 -1.68348e-10 7.9877e-11 0.0066408 -1.11532e-08 -4.05375e-09 -5.5605e-14 5.67449e-14
0.109648 21317.8 1.58368 -0.00581589 -2.90861e-07 1.18966e-07 14.1648 0.000522597 -4.97687e-06 -1.74264e-10 8.36415e-11 0.0066408 -1.12824e-08 -4.14817e-09 -5.75591e-14 5.94191e-14
0.110917 21317.8 1.60202 -0.00595136 -3.01082e-07 1.24572e-07 14.1648 0.000528649 -5.0928e-06 -1.80388e-10 8.75834e-11 0.0066408 -1.1413e-08 -4.24479e-09 -5.95819e-14 6.22195e-14
0.112202 21317.8 1.62057 -0.00608998 -3.11663e-07 1.30443e-07 14.1648 0.00053477 -5.21143e-06 -1.86727e-10 9.1711e-11 0.0066408 -1.15452e-08 -4.34367e-09 -6.16758e-14 6.51517e-14
0.113501 21317.8 1.63933 -0.00623183 -3.22615e-07 1.36591e-07 14.1648 0.000540963 -5.33281e-06 -1.93289e-10 9.60332e-11 0.0066408 -1.16788e-08 -4.44484e-09 -6.38433e-14 6.82222e-14
0.114815 21317.8 1.65831 -0.00637699 -3.33953e-07 1.43028e-07 14.1648 0.000547227 -5.45703e-06 -2.00082e-10 1.00559e-10 0.0066408 -1.18141e-08 -4.54837e-09 -6.6087e-14 7.14374e-14
0.116145 21317.8 1.67752 -0.00652553 -3.45689e-07 1.49769e-07 14.1648 0.000553563 -5.58414e-06 -2.07113e-10 1.05298e-10 0.0066408 -1.19509e-08 -4.65432e-09 -6.84095e-14 7.48041e-14
0.11749 21317.8 1.69694 -0.00667753 -3.57837e-07 1.56827e-07 14.1648 0.000559973 -5.71421e-06 -2.14392e-10 1.10261e-10 0.0066408 -1.20892e-08 -4.76273e-09 -7.08137e-14 7.83295e-14
0.11885 21317.8 1.71659 -0.00683307 -3.70413e-07 1.64218e-07 14.1648 0.000566457 -5.84731e-06 -2.21926e-10 1.15457e-10 0.0066408 -1.22292e-08 -4.87367e-09 -7.33023e-14 8.2021e-14
0.120226 21317.8 1.73647 -0.00699223 -3.8343e-07 1.71957e-07 14.1648 0.000573017 -5.98351e-06 -2.29725e-10 1.20898e-10 0.0066408 -1.23708e-08 -4.98719e-09 -7.58784e-14 8.58865e-14
0.121619 21317.8 1.75657 -0.0071551 -3.96904e-07 1.80061e-07 14.1648 0.000579652 -6.12288e-06 -2.37798e-10 1.26596e-10 0.0066408 -1.25141e-08 -5.10335e-09 -7.8545e-14 8.99342e-14
