### header ###
fiducial parameters:
Omega_m = 0.31
Omega_nu = 0
Omega_de = 0.69
Omega_k = 0
H_0 = 100
w_de = -1
zeff = 0
beta = 0
fgrowth = 0
b_1 = 2
gamma = 0.55
Lx = 6600 Ly = 6600 Lz = 6600
nx = 1270 ny = 1270 nz = 1270
xoffset = -1746.13426 yoffset = 39.3623936 zoffset = 1907.39797
bins = 400 dk = 0.001
kx_ny = 0.604518586 ky_ny = 0.604518586 kz_ny = 0.604518586
############################
A(data) = 3.31973694 (not used)
A(ran) = 3.31963337 (used)
Ngal = 218209
weighted Ngal = 0
Nran = 11099858
weighted Nran = 0
SN(data) = 61855.1543
SN(ran) = 1219.86978
SN(data+ran) = 63075.0241
############################
13 columns: k_central k_mean P_0(k) sigma^{lin}_{P_0(k)} P^img_1(k) sigma^{lin}_{P_1(k)} P_2(k) sigma^{lin}_{P_2(k)} P^img_3(k) sigma^{lin}_{P_3(k)} P_4(k) sigma^{lin}_{P_4(k)} N_modes
### header ###
0.00050000 0.00095200 23559.61144140 0 -103892.46273073 0 -58530.97854636 0 -56951.27136381 0 41003.58229571 0 3
0.00150000 0.00156812 75863.89471716 0 -51032.79853043 0 -104525.46367607 0 -65732.43936916 0 -12797.84282191 0 13
0.00250000 0.00250052 79246.27850493 0 9203.17580271 0 -117949.10447740 0 -64099.83876523 0 65065.25121244 0 45
0.00350000 0.00351114 73006.03735812 0 -2073.94890232 0 -82227.12381938 0 -23743.87836061 0 7347.74553516 0 91
0.00450000 0.00454229 61215.31968159 0 1259.65898040 0 -81154.95696681 0 -8982.17375731 0 34089.81008190 0 157
0.00550000 0.00551292 47398.09592155 0 4969.71321335 0 -56528.44651360 0 -20350.42135658 0 41125.49518159 0 201
0.00650000 0.00656055 38771.41540914 0 1189.15591994 0 -26770.95166529 0 -11696.00405003 0 15568.72705513 0 361
0.00750000 0.00758749 36252.95750398 0 3169.21899931 0 -12287.61481807 0 -18411.64094756 0 4883.41738135 0 387
0.00850000 0.00855771 50372.27580485 0 -7287.56314229 0 -4727.51079661 0 6507.55718800 0 -18218.02092335 0 529
0.00950000 0.00955828 55759.44927141 0 -408.39741698 0 1892.49866531 0 -5430.45576625 0 -13781.96147912 0 685
