# s W_0 W_1 W_2 W_3 W_4 W_5 W_6 W_7 W_8
0.101165 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.103521 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.105932 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.108400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.110925 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.113509 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.116153 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.118858 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.121627 15.381515 0.001701 -23.547845 -0.002107 -5.052602 -0.019189 170.327000 0.068000 -264.970000
0.124460 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.127359 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.130325 13.904975 0.001688 -22.418236 -0.002412 -0.948524 -0.015084 137.466000 0.062893 -236.098000
0.133361 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.136467 9.526072 0.000035 45.902962 0.000469 75.589616 0.006239 336.875000 0.014618 351.792000
0.139646 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.142899 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.146227 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.149633 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.153119 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.156685 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.160335 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.164070 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.167892 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.171802 4.268919 0.000703 -5.676923 -0.000541 -3.979716 -0.011645 57.024000 0.031060 -70.442600
0.175804 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.179899 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.184089 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.188377 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.192765 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.197255 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.201850 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.206552 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.211363 15.853289 0.002011 0.483883 0.004837 -55.960128 -0.066002 158.664000 0.010653 156.817000
0.216286 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.221324 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.226479 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.231755 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.237153 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.242677 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.248330 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.254114 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.260033 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.266090 1.860967 0.000008 9.082702 0.000108 15.434468 0.001470 72.660200 0.003547 82.906800
0.272288 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.278631 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.285121 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.291762 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.298558 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.305512 3.581033 0.000974 -5.577719 -0.001268 -0.874426 -0.010255 38.322300 0.038145 -61.532800
0.312629 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.319911 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.327362 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.334988 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.342791 0.605086 0.000087 1.277866 0.000634 -1.506572 0.000713 -10.265500 -0.006434 2.213360
0.350775 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.358946 2.064484 0.000232 5.505049 0.000933 3.968796 0.000826 16.410400 0.014175 -15.173500
0.367307 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.375862 1.026747 0.000405 -2.566868 -0.001417 3.465268 0.009969 -14.935000 -0.015860 17.089000
0.384617 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.393576 3.031701 0.000847 -1.770128 -0.001732 7.998729 0.018976 -24.192800 -0.010360 -1.300290
0.402744 0.719281 0.000194 0.309865 -0.000234 1.805204 0.005852 -7.698120 -0.002489 -4.796530
0.412125 1.454044 0.000545 -2.821788 -0.001218 1.618302 0.001605 3.923110 0.008192 -14.416200
0.421724 1.382904 0.000417 -0.265443 0.000391 -2.602390 -0.005244 2.130400 0.000116 3.344090
0.431548 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.441600 0.640330 0.000187 0.227927 -0.000101 0.890979 0.004636 -8.140220 -0.002953 -4.957170
0.451886 0.914780 0.000256 0.511907 0.000169 0.331722 0.006172 -15.201100 -0.011723 2.609660
0.462412 1.207469 0.000245 2.223025 0.000679 0.534281 0.007969 -19.337000 -0.005184 -15.644400
0.473183 0.760234 0.000197 0.833312 0.000754 -1.832750 -0.002855 -1.635170 -0.001729 0.795267
0.484204 0.544478 0.000233 -0.754237 -0.000212 -0.414377 -0.003483 6.889870 0.009956 -9.019580
0.495483 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.507024 0.746836 0.000344 -1.206857 -0.000540 0.175522 -0.001145 3.628390 0.005217 -4.251710
0.518834 1.381144 0.000103 5.499882 0.000319 8.551663 0.000102 43.583100 0.007647 43.730100
0.530920 0.620564 0.000142 1.148357 0.000597 -0.398558 -0.003163 5.592490 -0.003305 13.004000
0.543286 3.069963 0.001275 -2.731586 -0.000153 -4.677713 -0.020039 27.353500 0.025272 -8.840190
0.555941 0.997112 0.000345 0.662122 0.000301 -0.189086 0.004973 -11.894900 -0.007458 -3.974600
0.568891 1.279059 0.000603 -1.380083 -0.000382 -0.853181 -0.003792 3.264970 -0.000490 5.283340
0.582142 1.275154 0.000556 -0.508670 -0.000950 2.732927 0.008550 -3.947220 -0.006336 3.534940
0.595702 0.584782 0.000361 -1.212837 -0.000917 0.965647 0.002927 -0.798856 0.000826 -2.247220
0.609577 1.332308 0.000713 -1.717309 -0.001023 0.481766 0.004072 -5.280730 -0.013642 12.024800
0.623776 2.245066 0.001088 -2.892839 -0.001874 2.063370 0.012212 -17.728100 -0.023008 15.479100
0.638306 0.953300 0.000577 -2.159084 -0.001712 2.256927 0.008532 -5.824720 -0.006758 1.703440
0.653174 0.953350 0.000347 0.922816 0.000558 -0.259884 -0.000614 0.391164 0.002279 -2.497390
0.668388 1.566117 0.000494 1.990319 0.002150 -4.166812 -0.005684 -8.917350 -0.016207 12.917800
