s W0 W1 W2 W3 W4 W5 W6 W7 W8
0.260033 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.266090 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.272288 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.278631 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.285121 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.291762 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.298558 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.305512 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.312629 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.319911 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.327362 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.334988 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.342791 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.350775 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.358946 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.367307 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.375862 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.384617 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.393576 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.402744 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.412125 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.421724 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.431548 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.441600 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.451886 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.462412 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.473183 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.484204 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.495483 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.507024 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.518834 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.530920 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.543286 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.555941 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.568891 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.582142 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.595702 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.609577 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.623776 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.638306 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.653174 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.668388 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.683957 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.699888 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.716191 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.732873 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.749944 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.767412 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.785288 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.803579 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.822297 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.841451 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.861051 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.881107 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.901631 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.922633 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.944123 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.966115 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.988619 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.011650 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.035210 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.059320 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.084000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.109250 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.135090 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.161530 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.188580 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.216270 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.244600 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.273590 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.303250 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.333610 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.364670 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.396460 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.428990 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.462270 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.496330 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.531190 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.566850 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.603350 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.640700 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.678920 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.718020 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.758040 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.798990 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.840890 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.883770 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.927650 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.972550 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.018500 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.065520 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.113630 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.162860 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.213240 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.264790 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.317550 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.371530 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.426770 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.483300 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.541140 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.600330 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.660900 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.722880 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.786310 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.851210 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.917620 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.985580 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.055120 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.126290 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.199110 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.273620 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.349880 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.427910 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.507750 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.589460 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.673070 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.758620 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.846170 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.935760 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4.027440 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4.121250 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4.217240 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4.315480 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4.416000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4.518860 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4.624120 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4.731830 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4.842040 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4.954830 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5.070240 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5.188340 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5.309200 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5.432860 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5.559410 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5.688910 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5.821420 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5.957020 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6.095770 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6.237760 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6.383060 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6.531740 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6.683880 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6.839570 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6.998880 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
7.161910 0.996637 0.004740 0.011728 0.000042 0.005624 0.000044 0.001222 0.000007 0.000017
7.328730 0.994624 0.004843 0.008194 0.000005 0.011654 0.000130 -0.006273 -0.000093 0.003366
7.499440 0.994130 0.004958 0.002566 -0.000011 0.005955 0.000009 0.009116 0.000108 -0.002664
7.674120 0.992223 0.005056 0.011482 0.000019 0.013942 0.000050 0.011551 0.000020 0.011959
7.852880 0.992584 0.005177 0.009719 0.000025 0.008746 0.000062 0.003878 0.000049 -0.001851
8.035790 0.993464 0.005309 0.002007 -0.000031 0.010718 0.000123 -0.004108 -0.000082 0.004338
8.222970 0.990835 0.005412 0.009887 0.000003 0.014915 0.000120 0.003723 -0.000053 0.009602
8.414510 0.990638 0.005542 0.004237 -0.000027 0.012852 0.000111 0.002182 0.000035 -0.001062
8.610510 0.989036 0.005661 0.005923 -0.000002 0.009043 0.000101 -0.002453 -0.000099 0.009202
8.811070 0.991293 0.005806 0.005048 -0.000033 0.016542 0.000140 0.002355 0.000054 -0.001626
9.016310 0.989791 0.005930 0.007715 -0.000008 0.014071 0.000071 0.009823 0.000125 -0.000986
9.226330 0.991168 0.006077 0.006446 -0.000023 0.015224 0.000109 0.006957 0.000026 0.006954
9.441230 0.989894 0.006213 0.005714 -0.000001 0.008144 0.000115 -0.003968 -0.000069 0.002057
9.661150 0.988852 0.006349 0.006706 -0.000021 0.015101 0.000118 0.005680 0.000073 0.000064
9.886190 0.988988 0.006503 0.002492 -0.000029 0.008480 0.000043 0.007658 0.000035 0.006459
10.116500 0.988297 0.006646 0.005726 -0.000027 0.013906 0.000110 0.006595 0.000012 0.006830
10.352100 0.986887 0.006794 0.002974 -0.000035 0.010707 0.000085 0.005707 0.000034 0.003661
10.593200 0.988628 0.006962 0.004850 -0.000027 0.011056 0.000099 0.005234 0.000062 0.001542
10.840000 0.987384 0.007118 0.001963 -0.000048 0.011115 0.000068 0.008848 0.000028 0.008783
11.092500 0.986751 0.007281 0.001502 -0.000052 0.010552 0.000119 0.001990 -0.000053 0.006796
11.350900 0.985718 0.007439 0.004137 -0.000038 0.012475 0.000104 0.006616 0.000011 0.007428
11.615300 0.985218 0.007613 0.001098 -0.000065 0.012768 0.000135 0.002986 0.000020 0.002078
11.885800 0.984627 0.007786 0.000074 -0.000068 0.010743 0.000051 0.010445 0.000097 0.005709
12.162700 0.983919 0.007959 0.002491 -0.000059 0.013247 0.000136 0.004822 0.000044 0.001908
12.446000 0.984905 0.008153 0.000887 -0.000067 0.011204 0.000111 0.005340 0.000011 0.005903
12.735900 0.982412 0.008322 0.001219 -0.000068 0.011802 0.000130 0.004341 -0.000053 0.009454
13.032500 0.983683 0.008520 0.004809 -0.000032 0.011255 0.000099 0.007246 0.000015 0.007478
13.336100 0.980985 0.008699 0.002598 -0.000043 0.009662 0.000075 0.007233 -0.000022 0.010754
13.646700 0.979941 0.008899 -0.001432 -0.000088 0.009480 0.000099 0.005266 -0.000056 0.010203
13.964600 0.980238 0.009105 0.000448 -0.000085 0.012228 0.000171 0.001994 -0.000102 0.009156
14.289900 0.978758 0.009298 0.003211 -0.000058 0.011847 0.000095 0.009391 0.000095 0.005428
14.622700 0.978603 0.009515 0.001586 -0.000065 0.010198 0.000075 0.009092 0.000004 0.011048
14.963300 0.976954 0.009722 0.000662 -0.000088 0.011662 0.000137 0.005628 -0.000042 0.009738
15.311900 0.976479 0.009941 0.001275 -0.000054 0.007324 0.000072 0.005552 0.000001 0.006372
15.668500 0.975005 0.010160 0.000769 -0.000092 0.012225 0.000170 0.004045 -0.000016 0.005373
16.033500 0.975130 0.010393 0.002881 -0.000045 0.008327 0.000133 0.002333 -0.000062 0.005568
16.407000 0.973719 0.010624 0.000632 -0.000081 0.009114 0.000134 0.003815 -0.000047 0.006954
16.789200 0.972975 0.010858 0.002812 -0.000061 0.009863 0.000135 0.004808 -0.000028 0.007205
17.180200 0.971007 0.011094 0.000919 -0.000084 0.009585 0.000158 0.002834 -0.000081 0.007238
17.580400 0.970510 0.011343 0.002024 -0.000092 0.012132 0.000210 0.003065 -0.000063 0.005960
17.989900 0.969741 0.011597 0.002251 -0.000084 0.010806 0.000206 0.001721 -0.000100 0.006870
18.408900 0.969419 0.011865 0.000998 -0.000103 0.010990 0.000177 0.004558 -0.000063 0.008265
18.837700 0.967975 0.012126 -0.000247 -0.000124 0.010804 0.000232 0.000930 -0.000140 0.007192
19.276500 0.966990 0.012394 0.001132 -0.000103 0.010056 0.000232 0.000302 -0.000080 0.003226
19.725500 0.966368 0.012671 0.001699 -0.000113 0.011818 0.000297 -0.001320 -0.000152 0.004568
20.185000 0.965016 0.012951 0.000708 -0.000142 0.013188 0.000298 0.000803 -0.000114 0.005737
20.655200 0.964180 0.013243 0.000073 -0.000143 0.011452 0.000296 -0.000777 -0.000184 0.006538
21.136300 0.963872 0.013548 -0.000806 -0.000180 0.013475 0.000342 -0.000468 -0.000198 0.007714
21.628600 0.962148 0.013835 0.000889 -0.000150 0.012778 0.000306 0.001237 -0.000100 0.005278
22.132400 0.961315 0.014149 -0.000817 -0.000190 0.013550 0.000357 -0.000428 -0.000169 0.005872
22.647900 0.959952 0.014457 -0.000298 -0.000204 0.015037 0.000400 -0.000081 -0.000187 0.006776
23.175500 0.959133 0.014782 -0.000920 -0.000212 0.014104 0.000380 0.000351 -0.000117 0.004510
23.715300 0.958206 0.015113 -0.001583 -0.000223 0.013534 0.000401 -0.001352 -0.000230 0.006782
24.267700 0.957470 0.015449 -0.000579 -0.000225 0.014982 0.000419 0.000115 -0.000111 0.003720
24.833000 0.956060 0.015785 -0.000423 -0.000209 0.012951 0.000353 0.001839 -0.000086 0.004707
25.411400 0.954364 0.016126 -0.001390 -0.000245 0.014189 0.000417 0.000230 -0.000148 0.004981
26.003300 0.953689 0.016487 -0.000720 -0.000245 0.014762 0.000444 0.000309 -0.000135 0.004400
26.609000 0.952443 0.016853 -0.001965 -0.000267 0.013768 0.000419 0.000811 -0.000121 0.004326
27.228800 0.951365 0.017224 -0.001678 -0.000277 0.014358 0.000425 0.001933 -0.000137 0.006255
27.863100 0.950094 0.017603 -0.002279 -0.000303 0.014761 0.000473 0.000732 -0.000177 0.005869
28.512100 0.948881 0.017993 -0.003224 -0.000331 0.014765 0.000491 0.000535 -0.000202 0.006174
29.176200 0.946990 0.018375 -0.003095 -0.000345 0.015203 0.000542 -0.000578 -0.000231 0.005424
29.855800 0.945985 0.018781 -0.002728 -0.000359 0.016128 0.000539 0.001453 -0.000163 0.006036
30.551200 0.944789 0.019195 -0.003307 -0.000379 0.015886 0.000547 0.001302 -0.000186 0.006127
31.262900 0.943620 0.019616 -0.003118 -0.000402 0.016886 0.000629 -0.000036 -0.000228 0.005587
31.991100 0.942057 0.020044 -0.004282 -0.000436 0.016565 0.000629 0.000102 -0.000261 0.006528
32.736200 0.940530 0.020477 -0.004396 -0.000452 0.016610 0.000673 -0.000970 -0.000334 0.007147
33.498800 0.939394 0.020927 -0.004101 -0.000458 0.016568 0.000681 -0.000725 -0.000336 0.007472
34.279100 0.937776 0.021383 -0.005656 -0.000527 0.017593 0.000731 -0.000524 -0.000313 0.006755
35.077500 0.936343 0.021844 -0.005047 -0.000514 0.016835 0.000721 -0.000517 -0.000290 0.005908
35.894600 0.934722 0.022318 -0.006014 -0.000569 0.017655 0.000781 -0.000911 -0.000314 0.005781
36.730700 0.933303 0.022802 -0.005980 -0.000581 0.017500 0.000814 -0.001611 -0.000409 0.007261
37.586200 0.931682 0.023294 -0.006582 -0.000625 0.018134 0.000853 -0.001392 -0.000410 0.007129
38.461700 0.930041 0.023796 -0.006942 -0.000661 0.018523 0.000874 -0.000728 -0.000355 0.006471
39.357600 0.928254 0.024305 -0.007513 -0.000691 0.018162 0.000874 -0.000341 -0.000348 0.006446
40.274400 0.926721 0.024831 -0.008098 -0.000727 0.018077 0.000920 -0.001260 -0.000457 0.007541
41.212500 0.925191 0.025366 -0.008086 -0.000760 0.018756 0.000960 -0.000794 -0.000449 0.007675
42.172400 0.923337 0.025910 -0.009125 -0.000831 0.019609 0.001031 -0.001111 -0.000457 0.007275
43.154800 0.921419 0.026460 -0.009581 -0.000876 0.019965 0.001050 -0.000272 -0.000438 0.007661
44.160000 0.919556 0.027022 -0.009980 -0.000912 0.019803 0.001113 -0.001603 -0.000529 0.007605
45.188600 0.917951 0.027603 -0.010181 -0.000947 0.019988 0.001134 -0.001125 -0.000529 0.007862
46.241200 0.915958 0.028190 -0.011349 -0.001028 0.020657 0.001185 -0.000783 -0.000516 0.007774
47.318300 0.914139 0.028789 -0.011583 -0.001060 0.020334 0.001218 -0.001227 -0.000580 0.008204
48.420400 0.912140 0.029398 -0.012364 -0.001124 0.020740 0.001270 -0.001369 -0.000598 0.008045
49.548300 0.910086 0.030017 -0.012909 -0.001189 0.021276 0.001340 -0.001507 -0.000680 0.009109
50.702400 0.908029 0.030651 -0.013642 -0.001255 0.021461 0.001373 -0.001195 -0.000671 0.008943
51.883400 0.906016 0.031297 -0.014299 -0.001325 0.021834 0.001433 -0.001363 -0.000642 0.007880
53.092000 0.903903 0.031953 -0.014748 -0.001394 0.022477 0.001518 -0.001604 -0.000747 0.009015
54.328600 0.901680 0.032621 -0.015650 -0.001472 0.022540 0.001550 -0.001298 -0.000718 0.008530
