# s W_0 W_1 W_2 W_3 W_4 W_5 W_6 W_7 W_8
0.101165 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.103521 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.105932 27.798987 0.002328 -36.654381 -0.001730 -26.810456 -0.107199 1022.880000 0.282126 -1247.160000
0.108400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.110925 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.113509 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.116153 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.118858 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.121627 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.124460 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.127359 5.548202 0.000371 6.245414 0.001842 -20.742990 -0.021495 -77.577800 -0.055271 287.092000
0.130325 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.133361 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.136467 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.139646 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.142899 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.146227 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.149633 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.153119 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.156685 2.667162 0.000406 -5.089357 -0.000860 2.552198 0.000710 30.497700 0.024162 -93.370000
0.160335 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.164070 5.647709 0.000872 -13.416160 -0.002800 15.958284 0.045403 -150.146000 -0.054049 117.032000
0.167892 4.662182 0.000741 -11.081733 -0.002382 13.202537 0.038706 -124.619000 -0.046287 97.819100
0.171802 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.175804 1.789989 0.000067 6.207052 0.000702 2.594657 0.014309 -64.283600 0.007413 -120.711000
0.179899 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.184089 1.321950 0.000168 0.330387 0.000489 -4.899395 -0.014783 26.680600 -0.003236 49.605600
0.188377 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.192765 0.991755 0.000067 2.668612 0.000573 -1.113281 0.006131 -52.330500 -0.009188 -30.018400
0.197255 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.201850 1.963248 0.000321 -2.189825 -0.000087 -2.971751 -0.018790 79.660500 0.039575 -75.364700
0.206552 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.211363 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.216286 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.221324 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.226479 0.682771 0.000031 2.469660 0.000337 1.393770 0.007481 -19.404700 0.005753 -46.445200
0.231755 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.237153 0.833777 0.000177 -1.210316 -0.000186 -0.478077 -0.006496 27.540900 0.020307 -39.097100
0.242677 6.838941 0.000428 18.725167 0.003733 -6.772657 0.042207 -360.185000 -0.055150 -228.959000
0.248330 0.523736 0.000114 -0.525462 -0.000001 -0.938579 -0.007347 21.846800 0.013762 -17.512500
0.254114 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.260033 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.266090 1.057572 0.000210 -0.331178 -0.000004 -0.547440 0.002042 -17.239900 -0.006534 -1.512300
0.272288 1.606178 0.000379 -2.614139 -0.000668 1.196636 0.004453 -8.790500 -0.009599 22.628300
0.278631 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.285121 0.744726 0.000210 -1.861820 -0.000734 2.513447 0.014119 -29.613900 -0.022462 33.885100
0.291762 0.810488 0.000223 -1.408901 -0.000394 0.347480 -0.002095 14.087300 0.015361 -27.591000
0.298558 3.388331 0.000253 10.716909 0.001246 10.027900 0.008694 100.019000 0.033413 20.024800
0.305512 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.312629 1.634385 0.000343 0.315297 0.000300 -1.392830 -0.010272 21.661000 0.021268 -31.641500
0.319911 0.215191 0.000032 0.419494 0.000219 -0.600230 0.000183 -9.140290 -0.006521 4.351850
0.327362 0.214442 0.000015 0.764645 0.000160 0.393373 0.003444 -6.684080 0.002360 -14.618600
0.334988 1.232782 0.000303 -0.186834 0.000591 -4.037629 -0.026384 38.714000 0.012169 19.399300
0.342791 0.192595 0.000002 0.915545 0.000032 1.456958 0.001146 16.669600 0.002601 15.552200
0.350775 0.630240 0.000039 2.269880 0.000421 1.246931 0.009263 -18.446900 0.006891 -42.924900
0.358946 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.367307 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.375862 0.749890 0.000122 1.311887 0.000533 -0.973135 0.001355 -20.148200 -0.000412 -23.606100
0.384617 0.274214 0.000090 -0.373618 -0.000076 -0.229793 -0.003889 9.780990 0.010793 -12.545500
0.393576 0.644810 0.000180 -0.012141 0.000225 -1.246298 -0.006749 4.043990 0.003591 -3.314090
0.402744 1.389939 0.000437 -1.262869 -0.000688 1.705868 0.010560 -11.104500 -0.007069 4.393130
0.412125 1.079414 0.000197 1.936644 -0.000079 4.059430 0.015078 11.270300 -0.009818 36.521700
0.421724 0.462472 0.000132 0.140092 -0.000152 1.004253 0.006538 -4.469060 -0.007382 8.648330
0.431548 1.783584 0.000510 -0.199464 0.000639 -3.586548 -0.021738 17.846600 0.013744 -10.711800
0.441600 0.515933 0.000169 -0.085543 0.000182 -1.005567 -0.005711 0.763565 -0.005864 12.943100
0.451886 2.011571 0.000522 1.249741 0.000263 1.029722 0.016915 -39.634100 -0.024244 3.530740
0.462412 0.870439 0.000195 1.322144 0.000758 -1.141570 -0.003481 -6.274890 -0.004039 -0.467391
0.473183 1.035893 0.000257 1.290861 0.000617 -0.584979 -0.012146 22.886200 0.012460 8.214230
0.484204 1.169389 0.000459 -1.770088 -0.001059 2.316283 0.013159 -7.631500 -0.009182 10.819700
0.495483 1.553175 0.000535 -1.045190 0.000316 -3.476518 -0.035230 53.968800 0.043513 -20.104600
0.507024 1.595818 0.000322 3.274399 0.001313 -0.000747 0.007669 -19.114800 -0.011998 -3.481770
0.518834 0.931129 0.000367 -0.534220 -0.000153 -0.191093 -0.000887 -1.889370 0.001930 -6.170160
0.530920 0.621323 0.000219 0.122738 0.000176 -0.771144 0.002665 -16.265800 -0.022461 17.842900
0.543286 0.899411 0.000292 0.533958 0.000469 -1.182517 -0.004465 -6.874960 -0.005147 1.456490
0.555941 0.833100 0.000287 0.349561 0.000360 -0.880544 -0.003018 -5.133810 -0.015465 20.320200
0.568891 1.340431 0.000628 -2.093506 -0.001396 2.283151 0.015925 -7.876990 -0.002012 -4.593130
0.582142 1.096414 0.000451 -0.726757 -0.000140 -0.621967 -0.010953 16.788500 0.013524 -1.124760
0.595702 1.974690 0.000613 2.419988 0.000786 0.837937 0.018952 -34.223000 -0.006519 -35.182300
0.609577 0.844692 0.000385 -0.181714 0.000101 -0.768034 -0.005539 0.421981 0.008079 -9.937560
0.623776 0.975746 0.000448 -0.326605 -0.000074 -0.353072 -0.001001 -3.774060 -0.010394 10.601600
0.638306 0.986559 0.000352 0.808247 0.000615 -0.755869 -0.009554 9.392980 0.008808 -0.295798
0.653174 1.308750 0.000543 0.355889 -0.000081 0.994735 -0.004308 22.513200 0.019244 3.025410
