### header ###
fiducial parameters:
Omega_m = 0.307115
Omega_nu = 0
Omega_de = 0.692885
Omega_k = 0
H_0 = 100
w_de = -1
zeff = 0
beta = 0
fgrowth = 0
b_1 = 2
gamma = 0.55
Lx = 100000 Ly = 100000 Lz = 100000
nx = 600 ny = 600 nz = 600
xoffset = 860.662 yoffset = 18.9864 zoffset = 261.444
bins = 10000 dk = 4e-05
kx_ny = 0.0188496 ky_ny = 0.0188496 kz_ny = 0.0188496
############################
A(data) = 1 (not used)
A(ran) = 1 (used)
Ngal = 0
weighted Ngal = 0
Nran = 8232453
weighted Nran = 0
SN(data) = 0
SN(ran) = 0
SN(data+ran) = 0
############################
18 columns: k_central k_mean W^0_0(k) W^0_1(k) W^0_2(k) W^0_3(k) W^0_4(k) W^1_0(k) W^1_1(k) W^1_2(k) W^1_3(k) W^1_4(k) W^2_0(k) W^2_1(k) W^2_2(k) W^2_3(k) W^2_4(k) N_modes
### header ###
0.00002000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0
0.00006000 0.00006283 4117460000000.00000000 44830000000.00000000 561223000.00000000 -68673800000.00000000 4174490000000.00000000 3784570000.00000000 30090600.00000000 462613.00000000 -69156400.00000000 3907420000.00000000 3704890.00000000 17064.50000000 368.94000000 -74684.10000000 3885080.00000000 3
0.00010000 0.00009685 4115770000000.00000000 69077100000.00000000 16604500.00000000 46278800000.00000000 -1739220000000.00000000 3783040000.00000000 46367200.00000000 241485.00000000 46602500.00000000 -1627960000.00000000 3703420.00000000 26296.90000000 461.95600000 50325.60000000 -1618650.00000000 10
0.00014000 0.00014481 4112210000000.00000000 103184000000.00000000 1049530000.00000000 -10162800000.00000000 371062000000.00000000 3779840000.00000000 69252600.00000000 1197530.00000000 -10245700.00000000 347318000.00000000 3700340.00000000 39263.00000000 1348.10000000 -11077.10000000 345324.00000000 27
0.00018000 0.00019024 4107550000000.00000000 135389000000.00000000 1993220000.00000000 -17070900000.00000000 293633000000.00000000 3775640000.00000000 90854800.00000000 2182550.00000000 -17222700.00000000 274842000.00000000 3696290.00000000 51491.30000000 2378.56000000 -18633.10000000 273256.00000000 33
0.00022000 0.00022562 4103030000000.00000000 160405000000.00000000 1621740000.00000000 34324500000.00000000 -551374000000.00000000 3771560000.00000000 107642000.00000000 2297860.00000000 34537400.00000000 -516033000.00000000 3692370.00000000 61002.70000000 2968.97000000 37265.90000000 -512991.00000000 52
0.00026000 0.00026415 4097280000000.00000000 187480000000.00000000 3744900000.00000000 -25002700000.00000000 391263000000.00000000 3766380000.00000000 125780000.00000000 4138790.00000000 -25258900.00000000 366171000.00000000 3687380.00000000 71235.50000000 4544.35000000 -27363.60000000 363996.00000000 57
0.00030000 0.00029633 4091740000000.00000000 210061000000.00000000 3391680000.00000000 23657400000.00000000 -292033000000.00000000 3761390000.00000000 140926000.00000000 4345900.00000000 23744000.00000000 -273290000.00000000 3682560.00000000 79805.10000000 5298.71000000 25554.10000000 -271646.00000000 75
0.00034000 0.00033331 4084650000000.00000000 235785000000.00000000 5777250000.00000000 -23950900000.00000000 292230000000.00000000 3755000000.00000000 158139000.00000000 6463260.00000000 -24277400.00000000 273505000.00000000 3676410.00000000 89485.20000000 7165.46000000 -26386.90000000 271889.00000000 118
0.00038000 0.00037640 4075350000000.00000000 265617000000.00000000 7115010000.00000000 -16127300000.00000000 148785000000.00000000 3746620000.00000000 178108000.00000000 8070660.00000000 -16464800.00000000 139189000.00000000 3668320.00000000 100722.00000000 9043.78000000 -18020.00000000 138288.00000000 147
0.00042000 0.00041736 4065460000000.00000000 293860000000.00000000 6857120000.00000000 30482500000.00000000 -274122000000.00000000 3737700000.00000000 197032000.00000000 8680540.00000000 30468900.00000000 -256486000.00000000 3659730.00000000 111397.00000000 10502.60000000 32654.30000000 -254882.00000000 187
0.00046000 0.00045904 4054420000000.00000000 322180000000.00000000 10238400000.00000000 -15074100000.00000000 143476000000.00000000 3727750000.00000000 215931000.00000000 11756600.00000000 -15565300.00000000 134244000.00000000 3650140.00000000 121946.00000000 13296.50000000 -17222.50000000 133396.00000000 222
0.00050000 0.00050086 4042290000000.00000000 350467000000.00000000 11091100000.00000000 9137260000.00000000 -60700200000.00000000 3716820000.00000000 234842000.00000000 13264800.00000000 8750160.00000000 -56805800.00000000 3639610.00000000 132547.00000000 15450.90000000 8961.39000000 -56465.50000000 255
0.00054000 0.00053906 4030330000000.00000000 376094000000.00000000 11698400000.00000000 31129200000.00000000 -196602000000.00000000 3706040000.00000000 251972000.00000000 14598000.00000000 30850300.00000000 -183869000.00000000 3629220.00000000 142144.00000000 17498.20000000 32771.10000000 -182611.00000000 286
0.00058000 0.00058253 4015720000000.00000000 404646000000.00000000 16828900000.00000000 -26709300000.00000000 206086000000.00000000 3692870000.00000000 270933000.00000000 19091900.00000000 -27702200.00000000 192885000.00000000 3616510.00000000 152584.00000000 21392.90000000 -30778.40000000 191718.00000000 399
0.00062000 0.00062247 4001330000000.00000000 430967000000.00000000 15950900000.00000000 30893100000.00000000 -172123000000.00000000 3679890000.00000000 288535000.00000000 19639700.00000000 30316600.00000000 -160961000.00000000 3604010.00000000 162451.00000000 23333.10000000 31874.40000000 -159843.00000000 321
0.00066000 0.00066077 3986680000000.00000000 455621000000.00000000 19126800000.00000000 11232400000.00000000 -31308300000.00000000 3666680000.00000000 304907000.00000000 22854300.00000000 10295900.00000000 -29168300.00000000 3591270.00000000 171461.00000000 26600.40000000 10018.40000000 -28847.70000000 496
0.00070000 0.00070298 3969650000000.00000000 482262000000.00000000 24721400000.00000000 -35883100000.00000000 235229000000.00000000 3651320000.00000000 322508000.00000000 27832000.00000000 -37568200.00000000 220177000.00000000 3576450.00000000 181011.00000000 30998.90000000 -42102.70000000 218832.00000000 489
0.00074000 0.00074204 3952920000000.00000000 507204000000.00000000 22391400000.00000000 39591600000.00000000 -178687000000.00000000 3636240000.00000000 339200000.00000000 27602500.00000000 38542600.00000000 -167087000.00000000 3561910.00000000 190375.00000000 32815.80000000 40176.30000000 -165905.00000000 543
0.00078000 0.00078143 3935320000000.00000000 531301000000.00000000 28214100000.00000000 -8240400000.00000000 86436200000.00000000 3620360000.00000000 355056000.00000000 32766400.00000000 -10094700.00000000 80828500.00000000 3546580.00000000 198879.00000000 37359.60000000 -12832.50000000 80227.90000000 634
0.00082000 0.00082037 3917080000000.00000000 555023000000.00000000 30846300000.00000000 -4256870000.00000000 62065800000.00000000 3603910000.00000000 370739000.00000000 35890700.00000000 -6351010.00000000 58219100.00000000 3530710.00000000 207393.00000000 40976.50000000 -9080.27000000 57970.70000000 615
0.00086000 0.00085944 3897910000000.00000000 578824000000.00000000 29822600000.00000000 45691700000.00000000 -165139000000.00000000 3586610000.00000000 386595000.00000000 36691800.00000000 43974900.00000000 -154149000.00000000 3514020.00000000 216173.00000000 43559.80000000 45265.60000000 -152751.00000000 787
0.00090000 0.00090065 3876980000000.00000000 602575000000.00000000 37893700000.00000000 -16291500000.00000000 130275000000.00000000 3567720000.00000000 402054000.00000000 43568500.00000000 -19189600.00000000 122041000.00000000 3495780.00000000 224205.00000000 49299.30000000 -23712.30000000 121358.00000000 846
0.00094000 0.00094143 3855300000000.00000000 626427000000.00000000 38165600000.00000000 21118900000.00000000 -33964700000.00000000 3548160000.00000000 417851000.00000000 45397400.00000000 18369900.00000000 -31460600.00000000 3476900.00000000 232808.00000000 52652.60000000 16702.80000000 -30939.00000000 867
0.00098000 0.00097982 3834120000000.00000000 648422000000.00000000 39102100000.00000000 44941600000.00000000 -121998000000.00000000 3529050000.00000000 432382000.00000000 47616400.00000000 42211200.00000000 -113578000.00000000 3458460.00000000 240665.00000000 56130.40000000 42266.70000000 -112220.00000000 970
0.00102000 0.00101990 3811420000000.00000000 670013000000.00000000 47872800000.00000000 -13117900000.00000000 125862000000.00000000 3508540000.00000000 446276000.00000000 55068400.00000000 -17186800.00000000 117926000.00000000 3438640.00000000 247635.00000000 62322.80000000 -22830.50000000 117245.00000000 1035
0.00106000 0.00105983 3787830000000.00000000 692148000000.00000000 47314300000.00000000 31280100000.00000000 -47648900000.00000000 3487240000.00000000 460912000.00000000 56479300.00000000 27474800.00000000 -44029600.00000000 3418090.00000000 255556.00000000 65658.00000000 25308.90000000 -43177.70000000 1149
0.00110000 0.00109954 3763730000000.00000000 713126000000.00000000 51515900000.00000000 24746500000.00000000 -10825900000.00000000 3465480000.00000000 474548000.00000000 61033600.00000000 20368200.00000000 -9565290.00000000 3397070.00000000 262589.00000000 70570.90000000 17071.10000000 -8945.74000000 1228
0.00114000 0.00113917 3739040000000.00000000 733230000000.00000000 58131300000.00000000 -1716020000.00000000 94088600000.00000000 3443170000.00000000 487449000.00000000 67204500.00000000 -7106510.00000000 88452800.00000000 3375500.00000000 268992.00000000 76326.70000000 -13458.40000000 88209.90000000 1245
0.00118000 0.00117790 3714020000000.00000000 753368000000.00000000 57310500000.00000000 41744700000.00000000 -57600700000.00000000 3420570000.00000000 500719000.00000000 68525600.00000000 36627200.00000000 -53167300.00000000 3353680.00000000 276091.00000000 79739.30000000 33688.90000000 -52087.50000000 1423
0.00122000 0.00121941 3686660000000.00000000 773501000000.00000000 63230700000.00000000 25208700000.00000000 13175900000.00000000 3395850000.00000000 513613000.00000000 74420300.00000000 19177700.00000000 12888800.00000000 3329780.00000000 282438.00000000 85624.80000000 14007.50000000 13305.50000000 1596
0.00126000 0.00126103 3658470000000.00000000 793266000000.00000000 67862200000.00000000 23230800000.00000000 26247000000.00000000 3370370000.00000000 526286000.00000000 79528000.00000000 16501700.00000000 25649600.00000000 3305140.00000000 288693.00000000 91209.30000000 10376.30000000 26550.30000000 1641
0.00130000 0.00130119 3630340000000.00000000 812893000000.00000000 64983300000.00000000 81625100000.00000000 -157718000000.00000000 3344960000.00000000 539272000.00000000 79694300.00000000 75514000.00000000 -146604000.00000000 3280600.00000000 295697.00000000 94344.10000000 74258.80000000 -144613.00000000 1699
0.00134000 0.00134067 3602690000000.00000000 828823000000.00000000 80837200000.00000000 -12231600000.00000000 161626000000.00000000 3319920000.00000000 548715000.00000000 92092900.00000000 -21110000.00000000 152546000.00000000 3256330.00000000 299188.00000000 103401.00000000 -32239.80000000 152743.00000000 1794
0.00138000 0.00138019 3573670000000.00000000 847392000000.00000000 75824100000.00000000 62752900000.00000000 -72920600000.00000000 3293700000.00000000 561076000.00000000 90899600.00000000 54849000.00000000 -67138200.00000000 3231010.00000000 305949.00000000 105927.00000000 50179.50000000 -65616.70000000 1899
0.00142000 0.00142050 3543790000000.00000000 864277000000.00000000 80500900000.00000000 60506000000.00000000 -53646300000.00000000 3266670000.00000000 571731000.00000000 96113200.00000000 51826200.00000000 -48552800.00000000 3204860.00000000 310922.00000000 111673.00000000 46086.90000000 -46563.70000000 2122
