### header ###
fiducial parameters:
Omega_m = 0.31
Omega_nu = 0 (not used)
Omega_de = 0.69
Omega_k = 0
H_0 = 100
w_de = -1
zeff = 0.383891
beta = 0
fgrowth = 0
b_1 = 2
gamma = 0.55
Lx = 3500 Ly = 3500 Lz = 3500
nx = 768 ny = 768 nz = 768
xoffset = -688.227851 yoffset = -30.2188835 zoffset = 571.834142
kbins = 400 dk = 0.001
kx_ny = 0.689355188 ky_ny = 0.689355188 kz_ny = 0.689355188
############################
A(data) = 8.16991182 (not used)
A(ran) = 8.17710676 (used), new A= 6.53457628(not)
Ngal = 429002
weighted Ngal = 108082.933
Nran = 21169507
weighted Nran = 5141615.63
NranS = 21169507
weighted NranS = -1
SN(data) = 3568.65793
SN(ran) = 69.9495641
SN(ranS) = 0
SN(data+ranS) = 3568.65793
############################
13 columns: k_central k_mean P_0(k) sigma^{lin}_{P_0(k)} P^img_1(k) sigma^{lin}_{P_1(k)} P_2(k) sigma^{lin}_{P_2(k)} P^img_3(k) sigma^{lin}_{P_3(k)} P_4(k) sigma^{lin}_{P_4(k)} N_modes
### header ###
0.00050000 0 0 0 0 0 0 0 0 0 0 0 0
0.00150000 0.00179520 171479.30893134 0 -116716.69761080 0 65370.89500604 0 105817.98684531 0 -377252.92952347 0 3
0.00250000 0.00253879 270206.80040928 0 -61371.57128154 0 66953.46239237 0 -57399.59619935 0 286332.53427516 0 6
0.00350000 0.00331552 226520.94283731 0 47197.22394171 0 21210.69903884 0 -110404.80812468 0 229634.48057632 0 7
0.00450000 0.00420575 155797.57529069 0 104875.84272649 0 10859.72510980 0 -81850.83254286 0 111983.27875083 0 24
0.00550000 0.00557378 70607.10813603 0 34234.29966028 0 37281.62489686 0 20674.68779437 0 1221.72032049 0 45
0.00650000 0.00659388 55575.98430172 0 2483.32315498 0 13686.61143158 0 55152.91077040 0 -12966.35670212 0 40
0.00750000 0.00754703 45625.17526395 0 -10228.44758259 0 9749.41452164 0 17627.58400428 0 -19926.19863663 0 57
0.00850000 0.00846663 54160.16612716 0 -12215.43163292 0 -9819.00408312 0 12654.89220498 0 -20757.61950726 0 75
0.00950000 0.00948925 65511.40280799 0 -16059.96425645 0 416.10018115 0 784.79752529 0 -10109.13221035 0 112
0.01050000 0.01054430 74773.73468853 0 -7031.97813070 0 -21308.46766699 0 3619.11116255 0 -2823.02208041 0 105
0.01150000 0.01145670 74527.81835431 0 -8.11925828 0 -6521.92041560 0 -7018.49203907 0 11496.72702895 0 144
