# s W00 W10 W20 W30 W40 W01 W11 W21 W31 W41 W02 W12 W22 W32 W42
0.1000000000000000 1.0000000000000000 0.0001039127951392 0.0000001642872227 0.0000000000572363 0.0000000000055701 0.0009663715464060 0.0000000529641132 0.0000000002572474 0.0000000000000611 0.0000000000000052 0.0000009338739657 -0.0000000000003025 0.0000000000002936 0.0000000000000001 0.0000000000000000 
0.1011580000000000 1.0000000000000000 0.0001051160997623 0.0000001681139865 0.0000000000592478 0.0000000000058326 0.0009663715464060 0.0000000535774788 0.0000000002632400 0.0000000000000632 0.0000000000000054 0.0000009338739657 -0.0000000000003060 0.0000000000003005 0.0000000000000001 0.0000000000000000 
0.1023290000000000 1.0000000000000000 0.0001063332941208 0.0000001720300415 0.0000000000613298 0.0000000000061075 0.0009663715464060 0.0000000541977606 0.0000000002693710 0.0000000000000655 0.0000000000000057 0.0000009338739657 -0.0000000000003095 0.0000000000003075 0.0000000000000001 0.0000000000000000 
0.1035140000000000 1.0000000000000000 0.0001075645199467 0.0000001760368050 0.0000000000634850 0.0000000000063953 0.0009663715464060 0.0000000548253652 0.0000000002756457 0.0000000000000678 0.0000000000000060 0.0000009338739657 -0.0000000000003131 0.0000000000003146 0.0000000000000001 0.0000000000000000 
0.1047130000000000 1.0000000000000000 0.0001088100607038 0.0000001801371115 0.0000000000657160 0.0000000000066967 0.0009663715464060 0.0000000554602929 0.0000000002820668 0.0000000000000701 0.0000000000000063 0.0000009338739657 -0.0000000000003167 0.0000000000003220 0.0000000000000001 0.0000000000000000 
0.1059250000000000 1.0000000000000000 0.0001100700581243 0.0000001843337959 0.0000000000680254 0.0000000000070123 0.0009663715464060 0.0000000561024079 0.0000000002886358 0.0000000000000726 0.0000000000000066 0.0000009338739657 -0.0000000000003204 0.0000000000003295 0.0000000000000001 0.0000000000000000 
0.1071520000000000 1.0000000000000000 0.0001113445122081 0.0000001886268579 0.0000000000704160 0.0000000000073428 0.0009663715464060 0.0000000567521171 0.0000000002953593 0.0000000000000752 0.0000000000000069 0.0000009338739657 -0.0000000000003241 0.0000000000003371 0.0000000000000001 0.0000000000000000 
0.1083930000000000 1.0000000000000000 0.0001126338481512 0.0000001930205497 0.0000000000728905 0.0000000000076888 0.0009663715464060 0.0000000574091492 0.0000000003022389 0.0000000000000778 0.0000000000000072 0.0000009338739657 -0.0000000000003279 0.0000000000003450 0.0000000000000001 0.0000000000000000 
0.1096480000000000 1.0000000000000000 0.0001139380659536 0.0000001975162885 0.0000000000754520 0.0000000000080512 0.0009663715464060 0.0000000580740467 0.0000000003092797 0.0000000000000805 0.0000000000000075 0.0000009338739657 -0.0000000000003317 0.0000000000003530 0.0000000000000001 0.0000000000000000 
0.1109170000000000 1.0000000000000000 0.0001152574490792 0.0000002021169091 0.0000000000781035 0.0000000000084306 0.0009663715464060 0.0000000587464029 0.0000000003164834 0.0000000000000834 0.0000000000000079 0.0000009338739657 -0.0000000000003355 0.0000000000003612 0.0000000000000001 0.0000000000000000 
0.1122020000000000 1.0000000000000000 0.0001165919975282 0.0000002068252459 0.0000000000808482 0.0000000000088280 0.0009663715464060 0.0000000594266244 0.0000000003238551 0.0000000000000863 0.0000000000000082 0.0000009338739657 -0.0000000000003394 0.0000000000003696 0.0000000000000001 0.0000000000000000 
0.1135010000000000 1.0000000000000000 0.0001179421364964 0.0000002116427163 0.0000000000836893 0.0000000000092440 0.0009663715464060 0.0000000601148469 0.0000000003313978 0.0000000000000893 0.0000000000000086 0.0000009338739657 -0.0000000000003433 0.0000000000003783 0.0000000000000001 0.0000000000000000 
0.1148150000000000 1.0000000000000000 0.0001193077242519 0.0000002165721550 0.0000000000866303 0.0000000000096797 0.0009663715464060 0.0000000608109348 0.0000000003391167 0.0000000000000925 0.0000000000000090 0.0000009338739657 -0.0000000000003473 0.0000000000003871 0.0000000000000001 0.0000000000000000 
0.1161450000000000 1.0000000000000000 0.0001206893277226 0.0000002216163967 0.0000000000896747 0.0000000000101359 0.0009663715464060 0.0000000615150237 0.0000000003470160 0.0000000000000957 0.0000000000000095 0.0000009338739657 -0.0000000000003513 0.0000000000003961 0.0000000000000001 0.0000000000000000 
0.1174900000000000 1.0000000000000000 0.0001220868051766 0.0000002267782759 0.0000000000928260 0.0000000000106135 0.0009663715464060 0.0000000622273849 0.0000000003550984 0.0000000000000991 0.0000000000000099 0.0000009338739657 -0.0000000000003554 0.0000000000004053 0.0000000000000001 0.0000000000000000 
0.1188500000000000 1.0000000000000000 0.0001235004400778 0.0000002320606273 0.0000000000960881 0.0000000000111137 0.0009663715464060 0.0000000629478827 0.0000000003633706 0.0000000000001026 0.0000000000000104 0.0000009338739657 -0.0000000000003595 0.0000000000004148 0.0000000000000001 0.0000000000000000 
0.1202260000000000 1.0000000000000000 0.0001249305158903 0.0000002374662855 0.0000000000994648 0.0000000000116375 0.0009663715464060 0.0000000636767883 0.0000000003718341 0.0000000000001062 0.0000000000000109 0.0000009338739657 -0.0000000000003637 0.0000000000004244 0.0000000000000001 0.0000000000000000 
0.1216190000000000 1.0000000000000000 0.0001263771743459 0.0000002429966679 0.0000000001029601 0.0000000000121860 0.0009663715464060 0.0000000644141017 0.0000000003804942 0.0000000000001099 0.0000000000000114 0.0000009338739657 -0.0000000000003679 0.0000000000004343 0.0000000000000001 0.0000000000000000 
0.1230270000000000 1.0000000000000000 0.0001278405571768 0.0000002486574437 0.0000000001065783 0.0000000000127603 0.0009663715464060 0.0000000651600943 0.0000000003893577 0.0000000000001138 0.0000000000000119 0.0000009338739657 -0.0000000000003721 0.0000000000004444 0.0000000000000001 0.0000000000000000 
0.1244510000000000 0.9999985826800670 0.0001293208061149 0.0000002544486129 0.0000000001103236 0.0000000000133616 0.0009663715464060 0.0000000659144946 0.0000000003984259 0.0000000000001178 0.0000000000000125 0.0000009338739657 -0.0000000000003764 0.0000000000004548 0.0000000000000001 0.0000000000000000 
0.1258930000000000 0.9999985826800670 0.0001308183463561 0.0000002603758449 0.0000000001142006 0.0000000000139913 0.0009663715464060 0.0000000666778453 0.0000000004077071 0.0000000000001219 0.0000000000000131 0.0000009338739657 -0.0000000000003808 0.0000000000004654 0.0000000000000001 0.0000000000000000 
0.1273500000000000 0.9999985826800670 0.0001323331779006 0.0000002664405569 0.0000000001182137 0.0000000000146507 0.0009663715464060 0.0000000674498750 0.0000000004172039 0.0000000000001262 0.0000000000000137 0.0000009338739657 -0.0000000000003852 0.0000000000004762 0.0000000000000001 0.0000000000000000 
0.1288250000000000 0.9999985826800670 0.0001338654424802 0.0000002726470009 0.0000000001223680 0.0000000000153412 0.0009663715464060 0.0000000682308550 0.0000000004269204 0.0000000000001306 0.0000000000000143 0.0000009338727360 -0.0000000000003897 0.0000000000004873 0.0000000000000001 0.0000000000000000 
0.1303170000000000 0.9999985826800670 0.0001354155652910 0.0000002789965942 0.0000000001266682 0.0000000000160642 0.0009663701903025 0.0000000690210565 0.0000000004368647 0.0000000000001352 0.0000000000000150 0.0000009338727360 -0.0000000000003942 0.0000000000004986 0.0000000000000001 0.0000000000000000 
0.1318260000000000 0.9999985826800670 0.0001369835463329 0.0000002854950061 0.0000000001311195 0.0000000000168213 0.0009663701903025 0.0000000698202083 0.0000000004470409 0.0000000000001399 0.0000000000000157 0.0000009338727360 -0.0000000000003988 0.0000000000005103 0.0000000000000001 0.0000000000000000 
0.1333520000000000 0.9999985826800670 0.0001385698108020 0.0000002921450712 0.0000000001357272 0.0000000000176140 0.0009663701903025 0.0000000706287172 0.0000000004574530 0.0000000000001449 0.0000000000000165 0.0000009338727360 -0.0000000000004034 0.0000000000005221 0.0000000000000001 0.0000000000000000 
0.1348960000000000 0.9999985826800670 0.0001401743586982 0.0000002989496242 0.0000000001404969 0.0000000000184442 0.0009663701903025 0.0000000714465832 0.0000000004681079 0.0000000000001500 0.0000000000000172 0.0000009338727360 -0.0000000000004080 0.0000000000005343 0.0000000000000001 0.0000000000000000 
0.1364580000000000 0.9999985826800670 0.0001417971900215 0.0000003059129170 0.0000000001454340 0.0000000000193134 0.0009663701903025 0.0000000722738063 0.0000000004790110 0.0000000000001552 0.0000000000000180 0.0000009338727360 -0.0000000000004128 0.0000000000005467 0.0000000000000001 0.0000000000000000 
0.1380380000000000 0.9999985826800670 0.0001434398638239 0.0000003130392017 0.0000000001505449 0.0000000000202236 0.0009663701903025 0.0000000731106578 0.0000000004901690 0.0000000000001607 0.0000000000000189 0.0000009338727360 -0.0000000000004175 0.0000000000005595 0.0000000000000002 0.0000000000000000 
0.1396370000000000 0.9999985826800670 0.0001451009627854 0.0000003203298954 0.0000000001558357 0.0000000000211766 0.0009663701903025 0.0000000739572732 0.0000000005015861 0.0000000000001663 0.0000000000000198 0.0000009338727360 -0.0000000000004224 0.0000000000005725 0.0000000000000002 0.0000000000000000 
0.1412540000000000 0.9999985826800670 0.0001467804869061 0.0000003277906675 0.0000000001613123 0.0000000000221747 0.0009663701903025 0.0000000748136525 0.0000000005132689 0.0000000000001722 0.0000000000000207 0.0000009338727360 -0.0000000000004273 0.0000000000005858 0.0000000000000002 0.0000000000000000 
0.1428890000000000 0.9999985826800670 0.0001484798535058 0.0000003354257700 0.0000000001669801 0.0000000000232197 0.0009663701903025 0.0000000756799314 0.0000000005252243 0.0000000000001782 0.0000000000000217 0.0000009338727360 -0.0000000000004322 0.0000000000005995 0.0000000000000002 0.0000000000000000 
0.1445440000000000 0.9999985826800670 0.0001501990625846 0.0000003432394548 0.0000000001728478 0.0000000000243140 0.0009663701903025 0.0000000765562455 0.0000000005374577 0.0000000000001845 0.0000000000000227 0.0000009338727360 -0.0000000000004372 0.0000000000006135 0.0000000000000002 0.0000000000000000 
